Ticker,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN
50018,BI#GEG  RC2010G,Callable Bull/Bear Contracts,,"10,000",,HK0000593050
50022,HT#MTUANRP2104B,Callable Bull/Bear Contracts,,"50,000",,HK0000648151
50023,HT#MTUANRP2101I,Callable Bull/Bear Contracts,,"10,000",,HK0000648169
50024,HT#ALIBARP2105A,Callable Bull/Bear Contracts,,"50,000",,HK0000648177
50026,BP#XIAMIRC2111R,Callable Bull/Bear Contracts,,"10,000",,NL0015478595
50037,BP#MTUANRP2111C,Callable Bull/Bear Contracts,,"50,000",,NL0015478645
50038,BP#ALIBARP2112E,Callable Bull/Bear Contracts,,"50,000",,NL0015478652
50039,HT#MTUANRC2012E,Callable Bull/Bear Contracts,,"10,000",,HK0000612538
50041,BI#HSI  RC2302H,Callable Bull/Bear Contracts,,"10,000",,HK0000657145
50050,GS#TENCTRC2108C,Callable Bull/Bear Contracts,,"10,000",,
50051,GS#HKEX RC2106T,Callable Bull/Bear Contracts,,"10,000",,
50053,VT#AIA  RP2012A,Callable Bull/Bear Contracts,,"2,000",,CH0510687707
50062,UB#ALIBARC2102B,Callable Bull/Bear Contracts,,"10,000",,CH0569905638
50064,VT#HSI  NP2101O,Callable Bull/Bear Contracts,,"10,000",,CH0553475796
50065,GS#HKEX RC2106D,Callable Bull/Bear Contracts,,"5,000",,
50071,GS#ALIBARC2108A,Callable Bull/Bear Contracts,,"10,000",,
50079,HT#HSI  RC2310K,Callable Bull/Bear Contracts,,"10,000",,HK0000657178
50084,SG#XIAMIRP2106B,Callable Bull/Bear Contracts,,"10,000",,
50089,JP#TENCTRC2104H,Callable Bull/Bear Contracts,,"5,000",,NL0015117755
50091,JP#ALIBARC2104E,Callable Bull/Bear Contracts,,"1,000",,NL0015117763
50095,HS#HSI  RC2212N,Callable Bull/Bear Contracts,,"10,000",,HK0000612967
50096,HS#HSI  RC2212P,Callable Bull/Bear Contracts,,"10,000",,HK0000612975
50097,HS#HSI  RC2212U,Callable Bull/Bear Contracts,,"10,000",,HK0000612983
50100,UB#XIAMIRP2104G,Callable Bull/Bear Contracts,,"10,000",,CH0569919936
50113,HT#MTUANRC2101O,Callable Bull/Bear Contracts,,"10,000",,HK0000657186
50118,HT#ALIBARC2103E,Callable Bull/Bear Contracts,,"10,000",,HK0000657194
50123,BI#TENCTRC2010E,Callable Bull/Bear Contracts,,"10,000",,HK0000593068
50128,HT#HSCEIRC2205B,Callable Bull/Bear Contracts,,"10,000",,HK0000653284
50129,HT#XIAMIRC2103D,Callable Bull/Bear Contracts,,"2,000",,HK0000657202
50132,HT#WUXI RC2101A,Callable Bull/Bear Contracts,,"50,000",,HK0000642691
50135,HT#TENCTRC2101N,Callable Bull/Bear Contracts,,"10,000",,HK0000657210
50136,SG#HSI  RP2012H,Callable Bull/Bear Contracts,,"10,000",,
50141,SG#HSI  RP2012I,Callable Bull/Bear Contracts,,"10,000",,
50142,VT#HSI  RP2102H,Callable Bull/Bear Contracts,,"10,000",,CH0567313041
50149,SG#ALIBARP2106B,Callable Bull/Bear Contracts,,"10,000",,
50153,HT#HSI  RC2306A,Callable Bull/Bear Contracts,,"10,000",,HK0000657228
50156,GS#HSI  RC2310Z,Callable Bull/Bear Contracts,,"10,000",,
50159,GS#HSI  RC2310C,Callable Bull/Bear Contracts,,"10,000",,
50164,GS#HSI  RP2104G,Callable Bull/Bear Contracts,,"10,000",,
50166,HS#HKEX RC2106C,Callable Bull/Bear Contracts,,"50,000",,HK0000661725
50167,HS#ALIBARC2104E,Callable Bull/Bear Contracts,,"50,000",,HK0000661733
50171,HS#LINK RC2011A,Callable Bull/Bear Contracts,,"10,000",,HK0000613072
50174,MS#HSI  RC2302L,Callable Bull/Bear Contracts,,"10,000",,
50175,HT#ALIBARC2102C,Callable Bull/Bear Contracts,,"10,000",,HK0000642725
50176,CS#HSBC RP2104E,Callable Bull/Bear Contracts,,"4,000",,CH0565160915
50178,MS#HSI  RC2209B,Callable Bull/Bear Contracts,,"10,000",,
50179,MS#HSI  RC2301P,Callable Bull/Bear Contracts,,"10,000",,
50180,MS#HSI  RC2212L,Callable Bull/Bear Contracts,,"10,000",,
50186,MS#GEG  RP2012A,Callable Bull/Bear Contracts,,"10,000",,
50187,MS#GEG  RP2012B,Callable Bull/Bear Contracts,,"10,000",,
50193,VT#MTUANRC2102E,Callable Bull/Bear Contracts,,"10,000",,CH0545045780
50204,HS#HSI  RC2303H,Callable Bull/Bear Contracts,,"10,000",,HK0000661741
50207,CS#HSI  RP2012Z,Callable Bull/Bear Contracts,,"10,000",,CH0565160980
50208,CS#HSI  RP2101O,Callable Bull/Bear Contracts,,"10,000",,CH0565160998
50220,CS#TENCTRC2012J,Callable Bull/Bear Contracts,,"5,000",,CH0547940491
50222,GS#HSI  RP2012T,Callable Bull/Bear Contracts,,"10,000",,
50223,CS#HSI  RC2310J,Callable Bull/Bear Contracts,,"10,000",,CH0565164867
50225,GS#HSI  RP2012W,Callable Bull/Bear Contracts,,"10,000",,
50226,CS#HSI  RC2310K,Callable Bull/Bear Contracts,,"10,000",,CH0565164875
50236,MS#AIA  RC2101A,Callable Bull/Bear Contracts,,"20,000",,
50237,CS#GEG  RP2011A,Callable Bull/Bear Contracts,,"10,000",,CH0517603137
50249,GS#MTUANRP2109D,Callable Bull/Bear Contracts,,"10,000",,
50255,CS#HSI  RC2311D,Callable Bull/Bear Contracts,,"10,000",,CH0565164883
50257,BP#HSI  RP2012T,Callable Bull/Bear Contracts,,"10,000",,NL0015479015
50259,VT#CNOOCRP2012A,Callable Bull/Bear Contracts,,"1,000",,CH0510692707
50260,HS#AIA  RP2104B,Callable Bull/Bear Contracts,,"20,000",,HK0000661766
50261,CS#HSBC RC2109C,Callable Bull/Bear Contracts,,"4,000",,CH0565164891
50262,CS#GEELYRC2107J,Callable Bull/Bear Contracts,,"5,000",,CH0565164909
50263,BP#HSI  RP2012V,Callable Bull/Bear Contracts,,"10,000",,NL0015479023
50266,MS#HSI  RP2012T,Callable Bull/Bear Contracts,,"10,000",,
50269,CS#TENCTRC2102P,Callable Bull/Bear Contracts,,"10,000",,CH0565164917
50270,MS#SMIC RP2103A,Callable Bull/Bear Contracts,,"2,500",,
50272,JP#HSI  RC2309G,Callable Bull/Bear Contracts,,"10,000",,NL0014783045
50274,HS#HSI  RP2101M,Callable Bull/Bear Contracts,,"10,000",,HK0000648714
50287,HS#HSI  RP2101N,Callable Bull/Bear Contracts,,"10,000",,HK0000648763
50291,CS#ALIBARC2102M,Callable Bull/Bear Contracts,,"10,000",,CH0565164925
50292,JP#HSI  RC2401E,Callable Bull/Bear Contracts,,"10,000",,NL0015527938
50293,HS#C MOBRC2103A,Callable Bull/Bear Contracts,,"50,000",,HK0000648805
50295,HS#PINANRC2104B,Callable Bull/Bear Contracts,,"50,000",,HK0000661774
50302,HS#MTUANRP2104E,Callable Bull/Bear Contracts,,"50,000",,HK0000661782
50303,BP#HSI  RP2012W,Callable Bull/Bear Contracts,,"10,000",,NL0015478934
50304,BP#HSI  RP2012X,Callable Bull/Bear Contracts,,"10,000",,NL0015478942
50316,HT#TENCTRC2101E,Callable Bull/Bear Contracts,,"10,000",,HK0000618931
50317,CS#LINK RC2012G,Callable Bull/Bear Contracts,,"10,000",,CH0539473097
50325,HS#ICBC RC2107C,Callable Bull/Bear Contracts,,"10,000",,HK0000661790
50326,CS#HSI  RC2301X,Callable Bull/Bear Contracts,,"10,000",,CH0539473147
50327,BI#HSI  RC2302S,Callable Bull/Bear Contracts,,"10,000",,HK0000661808
50329,CS#HSI  RC2302T,Callable Bull/Bear Contracts,,"10,000",,CH0539473154
50331,CS#SMIC RC2101H,Callable Bull/Bear Contracts,,"2,500",,CH0539473162
50341,GS#MTUANRC2012R,Callable Bull/Bear Contracts,,"10,000",,
50343,BI#HSI  RC2302A,Callable Bull/Bear Contracts,,"10,000",,HK0000661816
50346,BI#HSI  RP2012H,Callable Bull/Bear Contracts,,"10,000",,HK0000648920
50347,BI#HSI  RP2012I,Callable Bull/Bear Contracts,,"10,000",,HK0000648938
50348,BI#HSI  RP2012J,Callable Bull/Bear Contracts,,"10,000",,HK0000648946
50349,BP#HSI  RP2012Z,Callable Bull/Bear Contracts,,"10,000",,NL0015478843
50350,UB#HSI  RC2209I,Callable Bull/Bear Contracts,,"10,000",,CH0548706073
50351,UB#HSI  RC2209J,Callable Bull/Bear Contracts,,"10,000",,CH0548706115
50352,UB#HSI  RC2209K,Callable Bull/Bear Contracts,,"10,000",,CH0548706156
50353,UB#HSI  RC2209L,Callable Bull/Bear Contracts,,"10,000",,CH0548706198
50355,EA#TENCTRC2103B,Callable Bull/Bear Contracts,,"10,000",,HK0000620531
50358,UB#HSI  RP2012G,Callable Bull/Bear Contracts,,"10,000",,CH0566350374
50359,UB#HSI  RP2101J,Callable Bull/Bear Contracts,,"10,000",,CH0566350382
50361,UB#HSI  RP2012O,Callable Bull/Bear Contracts,,"10,000",,CH0566350390
50363,UB#HKEX RC2101G,Callable Bull/Bear Contracts,,"10,000",,CH0548706214
50364,UB#MTUANRC2101F,Callable Bull/Bear Contracts,,"10,000",,CH0548693545
50369,BI#CTWR RC2102A,Callable Bull/Bear Contracts,,"10,000",,HK0000613106
50380,BI#XIAMIRP2102C,Callable Bull/Bear Contracts,,"2,000",,HK0000661832
50386,BI#AIA  RC2012A,Callable Bull/Bear Contracts,,"2,000",,HK0000613171
50387,UB#XIAMIRC2104E,Callable Bull/Bear Contracts,,"10,000",,CH0566350168
50389,CS#SMIC RC2103A,Callable Bull/Bear Contracts,,"2,500",,CH0539470614
50392,BI#HSI  RC2301W,Callable Bull/Bear Contracts,,"10,000",,HK0000613189
50398,HS#CNOOCRC2107A,Callable Bull/Bear Contracts,,"10,000",,HK0000653649
50400,GS#HSI  RC2311Z,Callable Bull/Bear Contracts,,"10,000",,
50406,JP#HSI  RC2211A,Callable Bull/Bear Contracts,,"10,000",,NL0014273245
50409,BI#ALIBARC2102B,Callable Bull/Bear Contracts,,"10,000",,HK0000661840
50412,MS#SUNY RP2012A,Callable Bull/Bear Contracts,,"1,000",,
50414,HS#SMIC RP2103B,Callable Bull/Bear Contracts,,"25,000",,HK0000653706
50415,GS#HSI  RC2311B,Callable Bull/Bear Contracts,,"10,000",,
50416,JP#HSI  RP2012J,Callable Bull/Bear Contracts,,"10,000",,NL0015525791
50420,JP#HSI  RP2101Y,Callable Bull/Bear Contracts,,"10,000",,NL0015525825
50427,BI#HSI  RP2302A,Callable Bull/Bear Contracts,,"10,000",,HK0000653722
50430,JP#HSI  RP2012M,Callable Bull/Bear Contracts,,"10,000",,NL0015525817
50432,BP#HSI  RC2310Q,Callable Bull/Bear Contracts,,"10,000",,NLBNPHK10484
50434,SG#HKEX RC2012H,Callable Bull/Bear Contracts,,"10,000",,
50435,SG#MTUANRC2012C,Callable Bull/Bear Contracts,,"10,000",,
50436,JP#HSI  RP2101Z,Callable Bull/Bear Contracts,,"10,000",,NL0014785651
50439,SG#MTUANRC2012D,Callable Bull/Bear Contracts,,"10,000",,
50440,BP#HSI  RC2310A,Callable Bull/Bear Contracts,,"10,000",,NLBNPHK10492
50441,HT#HSI  RP2101E,Callable Bull/Bear Contracts,,"10,000",,HK0000648953
50442,HT#HSI  RP2101M,Callable Bull/Bear Contracts,,"10,000",,HK0000648961
50448,HT#PAHT RC2101A,Callable Bull/Bear Contracts,,"10,000",,HK0000648995
50449,CS#AIA  RP2012A,Callable Bull/Bear Contracts,,"2,000",,CH0517603426
50450,CS#CLIFERP2012A,Callable Bull/Bear Contracts,,"5,000",,CH0517603434
50454,HT#XIAMIRP2104A,Callable Bull/Bear Contracts,,"10,000",,HK0000649027
50459,VT#TENCTRP2104C,Callable Bull/Bear Contracts,,"5,000",,CH0553476406
50466,VT#XIAMIRP2107A,Callable Bull/Bear Contracts,,"2,000",,CH0553476380
50467,VT#SUNACRP2108A,Callable Bull/Bear Contracts,,"5,000",,CH0553476422
50468,SG#MTUANRC2101D,Callable Bull/Bear Contracts,,"10,000",,
50470,CS#HSI  RP2101P,Callable Bull/Bear Contracts,,"10,000",,CH0565161087
50471,EA#MTUANRC2103A,Callable Bull/Bear Contracts,,"10,000",,HK0000620556
50475,MS#HSI  RC2311Q,Callable Bull/Bear Contracts,,"10,000",,
50477,SG#PINANRC2101H,Callable Bull/Bear Contracts,,"5,000",,
50478,SG#SANDSRC2104C,Callable Bull/Bear Contracts,,"4,000",,
50480,CS#HSI  RP2102B,Callable Bull/Bear Contracts,,"10,000",,CH0565161095
50483,SG#GEG  RP2010A,Callable Bull/Bear Contracts,,"10,000",,
50489,CS#XIAMIRP2105C,Callable Bull/Bear Contracts,,"2,000",,CH0565161111
50492,JP#HSI  RC2401P,Callable Bull/Bear Contracts,,"10,000",,NL0015529223
50498,CS#HSI  RP2012E,Callable Bull/Bear Contracts,,"10,000",,CH0565161152
50502,SG#HSI  RC2211C,Callable Bull/Bear Contracts,,"10,000",,
50503,SG#HSI  RC2302O,Callable Bull/Bear Contracts,,"10,000",,
50504,SG#HSI  RC2302P,Callable Bull/Bear Contracts,,"10,000",,
50506,SG#HSI  RC2302R,Callable Bull/Bear Contracts,,"10,000",,
50508,UB#ALIBARC2102U,Callable Bull/Bear Contracts,,"10,000",,CH0564113097
50510,SG#MTUANRC2012E,Callable Bull/Bear Contracts,,"10,000",,
50515,UB#TENCTRP2103O,Callable Bull/Bear Contracts,,"10,000",,CH0576395435
50516,SG#SMIC RC2104A,Callable Bull/Bear Contracts,,"2,500",,
50517,UB#HSI  RC2306A,Callable Bull/Bear Contracts,,"10,000",,CH0576395336
50526,SG#SMIC RP2102G,Callable Bull/Bear Contracts,,"5,000",,
50528,BP#XIAMIRP2111Y,Callable Bull/Bear Contracts,,"10,000",,NL0015478835
50533,UB#HSI  RC2306B,Callable Bull/Bear Contracts,,"10,000",,CH0576395377
50553,SG#CSA50RC2102G,Callable Bull/Bear Contracts,,"2,000",,
50554,SG#XIAMIRP2106C,Callable Bull/Bear Contracts,,"10,000",,
50555,SG#HSI  RP2101K,Callable Bull/Bear Contracts,,"10,000",,
50558,SG#HSI  RP2102X,Callable Bull/Bear Contracts,,"10,000",,
50560,SG#HSI  RP2102Y,Callable Bull/Bear Contracts,,"10,000",,
50561,SG#HSI  RP2102Z,Callable Bull/Bear Contracts,,"10,000",,
50565,UB#ALIBARC2104X,Callable Bull/Bear Contracts,,"10,000",,CH0576395401
50572,GS#HSI  RC2210U,Callable Bull/Bear Contracts,,"10,000",,
50573,GS#HSI  RC2210Y,Callable Bull/Bear Contracts,,"10,000",,
50577,GS#MTUANRC2107Q,Callable Bull/Bear Contracts,,"10,000",,
50579,GS#HSI  RC2210W,Callable Bull/Bear Contracts,,"10,000",,
50580,GS#HSI  RC2210X,Callable Bull/Bear Contracts,,"10,000",,
50584,GS#TENCTRC2107O,Callable Bull/Bear Contracts,,"10,000",,
50586,GS#CLIFERC2106B,Callable Bull/Bear Contracts,,"5,000",,
50589,BP#HSI  RC2212M,Callable Bull/Bear Contracts,,"10,000",,NL0014915050
50590,BP#HSI  RC2212N,Callable Bull/Bear Contracts,,"10,000",,NL0014915068
50591,UB#HSI  RP2101N,Callable Bull/Bear Contracts,,"10,000",,CH0564113204
50593,UB#MTUANRC2104R,Callable Bull/Bear Contracts,,"10,000",,CH0576395328
50594,GS#TENCTRC2107P,Callable Bull/Bear Contracts,,"10,000",,
50595,UB#XIAMIRP2104N,Callable Bull/Bear Contracts,,"2,000",,CH0576395427
50599,BP#HSI  RC2212L,Callable Bull/Bear Contracts,,"10,000",,NL0014915076
50601,UB#HKEX RC2102P,Callable Bull/Bear Contracts,,"10,000",,CH0576395344
50603,UB#CCB  RC2107B,Callable Bull/Bear Contracts,,"10,000",,CH0576395351
50604,GS#ALIBARC2107M,Callable Bull/Bear Contracts,,"10,000",,
50605,HS#HSI  RC2209V,Callable Bull/Bear Contracts,,"10,000",,HK0000613700
50606,HS#AIA  RC2011G,Callable Bull/Bear Contracts,,"20,000",,HK0000613718
50608,HS#TENCTRC2011H,Callable Bull/Bear Contracts,,"10,000",,HK0000613734
50609,HS#HSI  RC2303A,Callable Bull/Bear Contracts,,"10,000",,HK0000613742
50611,HS#HSI  RC2303B,Callable Bull/Bear Contracts,,"10,000",,HK0000613759
50613,GS#ALIBARC2107N,Callable Bull/Bear Contracts,,"5,000",,
50619,SG#AIA  RP2104A,Callable Bull/Bear Contracts,,"2,000",,
50620,GS#HSI  RC2311V,Callable Bull/Bear Contracts,,"10,000",,
50622,VT#HSI  RC2312E,Callable Bull/Bear Contracts,,"10,000",,CH0567358467
50623,VT#CLIFERC2111A,Callable Bull/Bear Contracts,,"5,000",,CH0567358509
50626,SG#HSBC RP2104E,Callable Bull/Bear Contracts,,"4,000",,
50631,VT#PINANRC2111A,Callable Bull/Bear Contracts,,"5,000",,CH0567358483
50633,VT#CCB  RC2109A,Callable Bull/Bear Contracts,,"1,000",,CH0567358475
50636,VT#ICBC RC2109A,Callable Bull/Bear Contracts,,"1,000",,CH0567358517
50638,UB#HSI  RP2101O,Callable Bull/Bear Contracts,,"10,000",,CH0564113212
50643,BI#HSI  RC2301X,Callable Bull/Bear Contracts,,"10,000",,HK0000613825
50644,VT#HSCEIRP2103A,Callable Bull/Bear Contracts,,"10,000",,CH0567358525
50645,BI#HSI  RC2301Y,Callable Bull/Bear Contracts,,"10,000",,HK0000613833
50646,SG#HSI  RP2102R,Callable Bull/Bear Contracts,,"10,000",,
50649,CS#PINANRP2012C,Callable Bull/Bear Contracts,,"5,000",,CH0517603715
50650,CS#PINANRP2012D,Callable Bull/Bear Contracts,,"5,000",,CH0517603723
50651,HS#CTWR RC2103A,Callable Bull/Bear Contracts,,"10,000",,HK0000613874
50652,VT#HSCEIRP2103B,Callable Bull/Bear Contracts,,"10,000",,CH0567358533
50653,VT#HSCEIRC2212A,Callable Bull/Bear Contracts,,"10,000",,CH0567358541
50654,VT#HSCEIRC2212B,Callable Bull/Bear Contracts,,"10,000",,CH0567358558
50660,VT#HSI  RC2312F,Callable Bull/Bear Contracts,,"10,000",,CH0567358780
50661,BI#ALIBARC2012O,Callable Bull/Bear Contracts,,"10,000",,HK0000613890
50669,MS#CLIFERP2012A,Callable Bull/Bear Contracts,,"5,000",,
50670,UB#HSI  RC2211A,Callable Bull/Bear Contracts,,"10,000",,CH0548702544
50676,GS#HSI  RP2012E,Callable Bull/Bear Contracts,,"10,000",,
50677,UB#HSI  RC2211E,Callable Bull/Bear Contracts,,"10,000",,CH0548702585
50678,GS#HSI  RP2012H,Callable Bull/Bear Contracts,,"10,000",,
50681,GS#HSI  RP2012I,Callable Bull/Bear Contracts,,"10,000",,
50682,UB#ALIBARC2012D,Callable Bull/Bear Contracts,,"10,000",,CH0548702726
50685,UB#ALIBARC2102J,Callable Bull/Bear Contracts,,"5,000",,CH0548702767
50686,VT#HSI  RC2303S,Callable Bull/Bear Contracts,,"10,000",,CH0567329799
50687,JP#HSCEIRC2112F,Callable Bull/Bear Contracts,,"10,000",,NL0014273336
50689,CS#HSI  RC2311X,Callable Bull/Bear Contracts,,"10,000",,CH0571615068
50695,JP#HSI  RC2212K,Callable Bull/Bear Contracts,,"10,000",,NL0014273369
50696,CS#HSI  RC2312S,Callable Bull/Bear Contracts,,"10,000",,CH0571615076
50702,SG#MTUANRC2012Y,Callable Bull/Bear Contracts,,"10,000",,
50710,UB#HSI  RC2211H,Callable Bull/Bear Contracts,,"10,000",,CH0548702635
50714,VT#HSI  RC2303Z,Callable Bull/Bear Contracts,,"10,000",,CH0567329807
50715,CS#HSBC RC2109E,Callable Bull/Bear Contracts,,"4,000",,CH0571615084
50716,UB#TENCTRC2011Z,Callable Bull/Bear Contracts,,"10,000",,CH0548702569
50717,UB#TENCTRC2011A,Callable Bull/Bear Contracts,,"10,000",,CH0548702577
50718,UB#MTUANRC2102D,Callable Bull/Bear Contracts,,"10,000",,CH0548702643
50721,CS#GEELYRP2106B,Callable Bull/Bear Contracts,,"5,000",,CH0571615092
50724,GS#HSI  RP2012N,Callable Bull/Bear Contracts,,"10,000",,
50725,UB#HKEX RC2102B,Callable Bull/Bear Contracts,,"5,000",,CH0548702742
50726,VT#MTUANRC2106L,Callable Bull/Bear Contracts,,"10,000",,CH0553457448
50731,GS#AIA  RC2107A,Callable Bull/Bear Contracts,,"2,000",,
50733,GS#XIAMIRC2107J,Callable Bull/Bear Contracts,,"10,000",,
50734,VT#ALIBARC2106P,Callable Bull/Bear Contracts,,"10,000",,CH0567329823
50738,UB#SMIC RC2104B,Callable Bull/Bear Contracts,,"2,500",,CH0548702734
50740,CS#CCB  RC2107F,Callable Bull/Bear Contracts,,"10,000",,CH0571615118
50743,JP#HSI  RC2304Q,Callable Bull/Bear Contracts,,"10,000",,NL0014783425
50755,CS#ICBC RC2107E,Callable Bull/Bear Contracts,,"10,000",,CH0571615126
50760,JP#HSI  RC2304R,Callable Bull/Bear Contracts,,"10,000",,NL0014783235
50761,JP#HSI  RC2309H,Callable Bull/Bear Contracts,,"10,000",,NL0014783243
50762,GS#HSI  RP2010Q,Callable Bull/Bear Contracts,,"10,000",,
50763,CS#BOCL RC2110B,Callable Bull/Bear Contracts,,"10,000",,CH0571615134
50764,GS#ALIBARP2103H,Callable Bull/Bear Contracts,,"5,000",,
50766,JP#HSI  RC2309I,Callable Bull/Bear Contracts,,"10,000",,NL0014783268
50767,BI#HSI  RP2012K,Callable Bull/Bear Contracts,,"10,000",,HK0000649142
50771,CS#ALIBARC2102O,Callable Bull/Bear Contracts,,"10,000",,CH0571615142
50772,BP#ALIBARC2112M,Callable Bull/Bear Contracts,,"50,000",,NLBNPHK10450
50773,BI#HSI  RP2012L,Callable Bull/Bear Contracts,,"10,000",,HK0000649159
50777,BP#HKEX RC2109C,Callable Bull/Bear Contracts,,"50,000",,NLBNPHK10468
50779,GS#HSI  RP2010R,Callable Bull/Bear Contracts,,"10,000",,
50782,VT#C MOBRP2012B,Callable Bull/Bear Contracts,,"5,000",,CH0520068054
50783,VT#HSI  RP2101L,Callable Bull/Bear Contracts,,"10,000",,CH0567314973
50784,VT#HSBC RC2107C,Callable Bull/Bear Contracts,,"4,000",,CH0567314965
50785,JP#TENCTRC2012B,Callable Bull/Bear Contracts,,"1,000",,NL0014783334
50787,HS#HSI  RC2303U,Callable Bull/Bear Contracts,,"10,000",,HK0000657400
50790,HS#AMCS3RC2105A,Callable Bull/Bear Contracts,,"20,000",,HK0000638533
50791,HS#HSI  RP2101O,Callable Bull/Bear Contracts,,"10,000",,HK0000649167
50796,MS#HSI  RC2303B,Callable Bull/Bear Contracts,,"10,000",,
50800,MS#HSI  RC2211M,Callable Bull/Bear Contracts,,"10,000",,
50802,MS#AIA  RC2102A,Callable Bull/Bear Contracts,,"20,000",,
50804,VT#XIAMIRC2101D,Callable Bull/Bear Contracts,,"2,000",,CH0545046648
50806,VT#ALIBARC2102C,Callable Bull/Bear Contracts,,"10,000",,CH0545046630
50807,SG#MTUANRC2102E,Callable Bull/Bear Contracts,,"10,000",,
50813,VT#AIA  RC2102B,Callable Bull/Bear Contracts,,"2,000",,CH0545046622
50821,SG#TENCTRC2010C,Callable Bull/Bear Contracts,,"10,000",,
50836,VT#MTUANRC2012F,Callable Bull/Bear Contracts,,"10,000",,CH0532208573
50837,VT#ICBC RC2011D,Callable Bull/Bear Contracts,,"1,000",,CH0532208565
50839,BP#HSI  RC2212O,Callable Bull/Bear Contracts,,"10,000",,NL0014915001
50840,HS#HKEX RP2102C,Callable Bull/Bear Contracts,,"50,000",,HK0000649209
50841,BP#HSI  RC2212K,Callable Bull/Bear Contracts,,"10,000",,NL0014915019
50844,HS#HSI  RC2303V,Callable Bull/Bear Contracts,,"10,000",,HK0000657418
50845,SG#AIA  RC2011D,Callable Bull/Bear Contracts,,"2,000",,
50846,SG#ALIBARC2011L,Callable Bull/Bear Contracts,,"10,000",,
50847,SG#ALIBARC2012S,Callable Bull/Bear Contracts,,"10,000",,
50849,SG#TENCTRC2011P,Callable Bull/Bear Contracts,,"10,000",,
50850,SG#AAC  RC2012L,Callable Bull/Bear Contracts,,"5,000",,
50852,HS#HSI  RP2101G,Callable Bull/Bear Contracts,,"10,000",,HK0000654035
50857,EA#XIAMIRC2107A,Callable Bull/Bear Contracts,,"10,000",,HK0000657426
50860,EA#XIAMIRC2103C,Callable Bull/Bear Contracts,,"2,000",,HK0000657434
50861,EA#TENCTRC2103D,Callable Bull/Bear Contracts,,"10,000",,HK0000657442
50862,SG#LINK RC2102B,Callable Bull/Bear Contracts,,"10,000",,
50865,HS#ALIBARP2106A,Callable Bull/Bear Contracts,,"50,000",,HK0000649241
50870,SG#ALIBARC2106L,Callable Bull/Bear Contracts,,"10,000",,
50880,SG#HSI  RC2305V,Callable Bull/Bear Contracts,,"10,000",,
50881,SG#HSI  RC2305W,Callable Bull/Bear Contracts,,"10,000",,
50882,SG#HSI  RC2306A,Callable Bull/Bear Contracts,,"10,000",,
50883,SG#HSI  RC2306B,Callable Bull/Bear Contracts,,"10,000",,
50884,SG#HKEX RC2012I,Callable Bull/Bear Contracts,,"10,000",,
50886,SG#TENCTRC2012Z,Callable Bull/Bear Contracts,,"10,000",,
50887,CS#HSI  RC2211X,Callable Bull/Bear Contracts,,"10,000",,CH0547937331
50888,CS#HSI  RC2210E,Callable Bull/Bear Contracts,,"10,000",,CH0547937349
50889,CS#HSI  RC2210S,Callable Bull/Bear Contracts,,"10,000",,CH0547937356
50890,HS#XIAMIRP2106A,Callable Bull/Bear Contracts,,"10,000",,HK0000649258
50891,MS#HSI  RP2012U,Callable Bull/Bear Contracts,,"10,000",,
50892,MS#HSI  RP2101S,Callable Bull/Bear Contracts,,"10,000",,
50895,BI#HSI  RP2012M,Callable Bull/Bear Contracts,,"10,000",,HK0000649282
50896,CS#HSI  RC2301Y,Callable Bull/Bear Contracts,,"10,000",,CH0547937364
50898,CS#SANDSRC2104B,Callable Bull/Bear Contracts,,"4,000",,CH0547937380
50899,CS#LINK RC2101A,Callable Bull/Bear Contracts,,"10,000",,CH0547937398
50921,CS#HSI  RC2211A,Callable Bull/Bear Contracts,,"10,000",,CH0547937489
50924,CS#SMIC RC2103B,Callable Bull/Bear Contracts,,"2,500",,CH0547937513
50926,CS#HKEX RC2011D,Callable Bull/Bear Contracts,,"1,000",,CH0547937539
50927,VT#SUNACRC2012F,Callable Bull/Bear Contracts,,"5,000",,CH0532208581
50928,HT#TENCTRC2102A,Callable Bull/Bear Contracts,,"10,000",,HK0000613932
50931,HT#MTUANRC2101A,Callable Bull/Bear Contracts,,"10,000",,HK0000613965
50936,SG#SANDSRC2109A,Callable Bull/Bear Contracts,,"4,000",,
50943,EA#ALIBARC2103D,Callable Bull/Bear Contracts,,"10,000",,HK0000657459
50946,BI#HKEX RP2101E,Callable Bull/Bear Contracts,,"10,000",,HK0000649340
50948,BI#AIA  RC2101A,Callable Bull/Bear Contracts,,"2,000",,HK0000649357
50949,BI#XIAMIRP2101K,Callable Bull/Bear Contracts,,"2,000",,HK0000649365
50952,MS#HSI  RC2311N,Callable Bull/Bear Contracts,,"10,000",,
50953,HT#HSI  RC2210K,Callable Bull/Bear Contracts,,"10,000",,HK0000614054
50954,SG#TENCTRP2105T,Callable Bull/Bear Contracts,,"10,000",,
50955,VT#AIA  RC2103D,Callable Bull/Bear Contracts,,"2,000",,CH0553457463
50956,HT#HSI  RC2304F,Callable Bull/Bear Contracts,,"10,000",,HK0000614062
50957,SG#HSI  RC2312I,Callable Bull/Bear Contracts,,"10,000",,
50958,HT#HSI  RC2304G,Callable Bull/Bear Contracts,,"10,000",,HK0000614070
50959,HT#TENCTRC2101B,Callable Bull/Bear Contracts,,"10,000",,HK0000614088
